Partition,c,λ2,k,j,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"10 10 2 2 2 2 2 1 1",10,10,5,2,4,N,Winning,N,31,32,1,"[R6C1,R8C0]"
"11 10 2 2 2 2 2 1 1",11,10,5,2,7,N,Winning,N,31,33,1,"[R0C10,R6C1,R8C0]"
"12 10 2 2 2 2 2 1 1",12,10,5,2,9,N,Winning,N,33,34,1,"[R6C1,R8C0]"
"13 10 2 2 2 2 2 1 1",13,10,5,2,3,N,Winning,N,33,35,1,"[R0C12,R6C1,R8C0]"
"14 10 2 2 2 2 2 1 1",14,10,5,2,5,N,Winning,N,35,36,1,"[R6C1,R8C0]"
"15 10 2 2 2 2 2 1 1",15,10,5,2,3,N,Winning,N,35,37,1,"[R0C14,R6C1,R8C0]"
"16 10 2 2 2 2 2 1 1",16,10,5,2,4,N,Winning,N,37,38,1,"[R6C1,R8C0]"
"17 10 2 2 2 2 2 1 1",17,10,5,2,5,N,Winning,N,37,39,1,"[R0C16,R6C1,R8C0]"
"18 10 2 2 2 2 2 1 1",18,10,5,2,11,N,Winning,N,39,40,1,"[R6C1,R8C0]"
"19 10 2 2 2 2 2 1 1",19,10,5,2,13,N,Winning,N,39,41,1,"[R0C18,R6C1,R8C0]"
"20 10 2 2 2 2 2 1 1",20,10,5,2,4,N,Winning,N,41,42,1,"[R6C1,R8C0]"
"11 11 2 2 2 2 2 1 1",11,11,5,2,4,N,Winning,N,33,34,1,"[R6C1,R8C0]"
"12 11 2 2 2 2 2 1 1",12,11,5,2,10,N,Winning,N,33,35,2,"[R0C11,R6C1,R8C0] / [R1C10,R6C1,R8C0]"
"13 11 2 2 2 2 2 1 1",13,11,5,2,4,N,Winning,N,33,36,1,"[R0C12,R1C10,R6C1,R8C0]"
"14 11 2 2 2 2 2 1 1",14,11,5,2,7,N,Winning,N,35,37,1,"[R1C10,R6C1,R8C0]"
"15 11 2 2 2 2 2 1 1",15,11,5,2,1,N,Winning,N,35,38,1,"[R0C14,R1C10,R6C1,R8C0]"
"16 11 2 2 2 2 2 1 1",16,11,5,2,5,N,Winning,N,37,39,1,"[R1C10,R6C1,R8C0]"
"17 11 2 2 2 2 2 1 1",17,11,5,2,6,N,Winning,N,37,40,1,"[R0C16,R1C10,R6C1,R8C0]"
"18 11 2 2 2 2 2 1 1",18,11,5,2,7,N,Winning,N,39,41,1,"[R1C10,R6C1,R8C0]"
"19 11 2 2 2 2 2 1 1",19,11,5,2,5,N,Winning,N,39,42,1,"[R0C18,R1C10,R6C1,R8C0]"
"20 11 2 2 2 2 2 1 1",20,11,5,2,6,N,Winning,N,41,43,1,"[R1C10,R6C1,R8C0]"
"12 12 2 2 2 2 2 1 1",12,12,5,2,3,N,Winning,N,35,36,1,"[R6C1,R8C0]"
"13 12 2 2 2 2 2 1 1",13,12,5,2,7,N,Winning,N,35,37,1,"[R0C12,R6C1,R8C0]"
"14 12 2 2 2 2 2 1 1",14,12,5,2,9,N,Winning,N,37,38,1,"[R6C1,R8C0]"
"15 12 2 2 2 2 2 1 1",15,12,5,2,8,N,Winning,N,37,39,1,"[R0C14,R6C1,R8C0]"
"16 12 2 2 2 2 2 1 1",16,12,5,2,2,N,Winning,N,39,40,1,"[R6C1,R8C0]"
"17 12 2 2 2 2 2 1 1",17,12,5,2,7,N,Winning,N,39,41,1,"[R0C16,R6C1,R8C0]"
"18 12 2 2 2 2 2 1 1",18,12,5,2,3,N,Winning,N,41,42,1,"[R6C1,R8C0]"
"19 12 2 2 2 2 2 1 1",19,12,5,2,9,N,Winning,N,41,43,1,"[R0C18,R6C1,R8C0]"
"20 12 2 2 2 2 2 1 1",20,12,5,2,11,N,Winning,N,43,44,1,"[R6C1,R8C0]"
"13 13 2 2 2 2 2 1 1",13,13,5,2,3,N,Winning,N,37,38,1,"[R6C1,R8C0]"
"14 13 2 2 2 2 2 1 1",14,13,5,2,10,N,Winning,N,37,39,2,"[R0C13,R6C1,R8C0] / [R1C12,R6C1,R8C0]"
"15 13 2 2 2 2 2 1 1",15,13,5,2,11,N,Winning,N,37,40,1,"[R0C14,R1C12,R6C1,R8C0]"
"16 13 2 2 2 2 2 1 1",16,13,5,2,3,N,Winning,N,39,41,1,"[R1C12,R6C1,R8C0]"
"17 13 2 2 2 2 2 1 1",17,13,5,2,1,N,Winning,N,39,42,1,"[R0C16,R1C12,R6C1,R8C0]"
"18 13 2 2 2 2 2 1 1",18,13,5,2,5,N,Winning,N,41,43,1,"[R1C12,R6C1,R8C0]"
"19 13 2 2 2 2 2 1 1",19,13,5,2,8,N,Winning,N,41,44,1,"[R0C18,R1C12,R6C1,R8C0]"
"20 13 2 2 2 2 2 1 1",20,13,5,2,3,N,Winning,N,43,45,1,"[R1C12,R6C1,R8C0]"
"14 14 2 2 2 2 2 1 1",14,14,5,2,4,N,Winning,N,39,40,1,"[R6C1,R8C0]"
"15 14 2 2 2 2 2 1 1",15,14,5,2,6,N,Winning,N,39,41,1,"[R0C14,R6C1,R8C0]"
"16 14 2 2 2 2 2 1 1",16,14,5,2,7,N,Winning,N,41,42,1,"[R6C1,R8C0]"
"17 14 2 2 2 2 2 1 1",17,14,5,2,8,N,Winning,N,41,43,1,"[R0C16,R6C1,R8C0]"
"18 14 2 2 2 2 2 1 1",18,14,5,2,2,N,Winning,N,43,44,1,"[R6C1,R8C0]"
"19 14 2 2 2 2 2 1 1",19,14,5,2,9,N,Winning,N,43,45,1,"[R0C18,R6C1,R8C0]"
"20 14 2 2 2 2 2 1 1",20,14,5,2,7,N,Winning,N,45,46,1,"[R6C1,R8C0]"
"15 15 2 2 2 2 2 1 1",15,15,5,2,3,N,Winning,N,41,42,1,"[R6C1,R8C0]"
"16 15 2 2 2 2 2 1 1",16,15,5,2,9,N,Winning,N,41,43,2,"[R0C15,R6C1,R8C0] / [R1C14,R6C1,R8C0]"
"17 15 2 2 2 2 2 1 1",17,15,5,2,10,N,Winning,N,41,44,1,"[R0C16,R1C14,R6C1,R8C0]"
"18 15 2 2 2 2 2 1 1",18,15,5,2,11,N,Winning,N,43,45,1,"[R1C14,R6C1,R8C0]"
"19 15 2 2 2 2 2 1 1",19,15,5,2,1,N,Winning,N,43,46,1,"[R0C18,R1C14,R6C1,R8C0]"
"20 15 2 2 2 2 2 1 1",20,15,5,2,5,N,Winning,N,45,47,1,"[R1C14,R6C1,R8C0]"
"16 16 2 2 2 2 2 1 1",16,16,5,2,3,N,Winning,N,43,44,1,"[R6C1,R8C0]"
"17 16 2 2 2 2 2 1 1",17,16,5,2,6,N,Winning,N,43,45,1,"[R0C16,R6C1,R8C0]"
"18 16 2 2 2 2 2 1 1",18,16,5,2,7,N,Winning,N,45,46,1,"[R6C1,R8C0]"
"19 16 2 2 2 2 2 1 1",19,16,5,2,3,N,Winning,N,45,47,1,"[R0C18,R6C1,R8C0]"
"20 16 2 2 2 2 2 1 1",20,16,5,2,6,N,Winning,N,47,48,1,"[R6C1,R8C0]"
"17 17 2 2 2 2 2 1 1",17,17,5,2,3,N,Winning,N,45,46,1,"[R6C1,R8C0]"
"18 17 2 2 2 2 2 1 1",18,17,5,2,9,N,Winning,N,45,47,2,"[R0C17,R6C1,R8C0] / [R1C16,R6C1,R8C0]"
"19 17 2 2 2 2 2 1 1",19,17,5,2,8,N,Winning,N,45,48,1,"[R0C18,R1C16,R6C1,R8C0]"
"20 17 2 2 2 2 2 1 1",20,17,5,2,10,N,Winning,N,47,49,1,"[R1C16,R6C1,R8C0]"
"18 18 2 2 2 2 2 1 1",18,18,5,2,4,N,Winning,N,47,48,1,"[R6C1,R8C0]"
"19 18 2 2 2 2 2 1 1",19,18,5,2,6,N,Winning,N,47,49,1,"[R0C18,R6C1,R8C0]"
"20 18 2 2 2 2 2 1 1",20,18,5,2,7,N,Winning,N,49,50,1,"[R6C1,R8C0]"
"19 19 2 2 2 2 2 1 1",19,19,5,2,3,N,Winning,N,49,50,1,"[R6C1,R8C0]"
"20 19 2 2 2 2 2 1 1",20,19,5,2,8,N,Winning,N,49,51,2,"[R0C19,R6C1,R8C0] / [R1C18,R6C1,R8C0]"
"20 20 2 2 2 2 2 1 1",20,20,5,2,4,N,Winning,N,51,52,1,"[R6C1,R8C0]"
"2 2 2 2 2 2 2 2 1 1",2,2,6,2,0,P,Losing,P,18,18,0,"N/A (P-position)"
"3 2 2 2 2 2 2 2 1 1",3,2,6,2,5,N,Winning,N,19,19,1,"[R0C2]"
"4 2 2 2 2 2 2 2 1 1",4,2,6,2,3,N,Winning,N,19,20,1,"[R7C1,R9C0]"
"5 2 2 2 2 2 2 2 1 1",5,2,6,2,4,N,Winning,N,19,21,1,"[R0C4,R7C1,R9C0]"
"6 2 2 2 2 2 2 2 1 1",6,2,6,2,2,N,Winning,N,21,22,1,"[R7C1,R9C0]"
"7 2 2 2 2 2 2 2 1 1",7,2,6,2,4,N,Winning,N,21,23,1,"[R0C6,R7C1,R9C0]"
"8 2 2 2 2 2 2 2 1 1",8,2,6,2,7,N,Winning,N,23,24,1,"[R7C1,R9C0]"
"9 2 2 2 2 2 2 2 1 1",9,2,6,2,3,N,Winning,N,23,25,1,"[R0C8,R7C1,R9C0]"
"10 2 2 2 2 2 2 2 1 1",10,2,6,2,1,N,Winning,N,25,26,1,"[R7C1,R9C0]"
"11 2 2 2 2 2 2 2 1 1",11,2,6,2,3,N,Winning,N,25,27,1,"[R0C10,R7C1,R9C0]"
"12 2 2 2 2 2 2 2 1 1",12,2,6,2,4,N,Winning,N,27,28,1,"[R7C1,R9C0]"
"13 2 2 2 2 2 2 2 1 1",13,2,6,2,1,N,Winning,N,27,29,1,"[R0C12,R7C1,R9C0]"
"14 2 2 2 2 2 2 2 1 1",14,2,6,2,5,N,Winning,N,29,30,1,"[R7C1,R9C0]"
"15 2 2 2 2 2 2 2 1 1",15,2,6,2,3,N,Winning,N,29,31,1,"[R0C14,R7C1,R9C0]"
"16 2 2 2 2 2 2 2 1 1",16,2,6,2,6,N,Winning,N,31,32,1,"[R7C1,R9C0]"
"17 2 2 2 2 2 2 2 1 1",17,2,6,2,7,N,Winning,N,31,33,1,"[R0C16,R7C1,R9C0]"
"18 2 2 2 2 2 2 2 1 1",18,2,6,2,6,N,Winning,N,33,34,1,"[R7C1,R9C0]"
"19 2 2 2 2 2 2 2 1 1",19,2,6,2,7,N,Winning,N,33,35,1,"[R0C18,R7C1,R9C0]"
"20 2 2 2 2 2 2 2 1 1",20,2,6,2,6,N,Winning,N,35,36,1,"[R7C1,R9C0]"
"3 3 2 2 2 2 2 2 1 1",3,3,6,2,0,P,Losing,P,20,20,0,"N/A (P-position)"
"4 3 2 2 2 2 2 2 1 1",4,3,6,2,9,N,Winning,N,19,21,2,"[R0C3] / [R1C2,R7C1,R9C0]"
"5 3 2 2 2 2 2 2 1 1",5,3,6,2,5,N,Winning,N,19,22,1,"[R0C4,R1C2,R7C1,R9C0]"
"6 3 2 2 2 2 2 2 1 1",6,3,6,2,11,N,Winning,N,21,23,1,"[R1C2,R7C1,R9C0]"
"7 3 2 2 2 2 2 2 1 1",7,3,6,2,8,N,Winning,N,21,24,1,"[R0C6,R1C2,R7C1,R9C0]"
"8 3 2 2 2 2 2 2 1 1",8,3,6,2,10,N,Winning,N,23,25,1,"[R1C2,R7C1,R9C0]"
"9 3 2 2 2 2 2 2 1 1",9,3,6,2,5,N,Winning,N,23,26,1,"[R0C8,R1C2,R7C1,R9C0]"
"10 3 2 2 2 2 2 2 1 1",10,3,6,2,8,N,Winning,N,25,27,1,"[R1C2,R7C1,R9C0]"
"11 3 2 2 2 2 2 2 1 1",11,3,6,2,7,N,Winning,N,25,28,1,"[R0C10,R1C2,R7C1,R9C0]"
"12 3 2 2 2 2 2 2 1 1",12,3,6,2,6,N,Winning,N,27,29,1,"[R1C2,R7C1,R9C0]"
"13 3 2 2 2 2 2 2 1 1",13,3,6,2,8,N,Winning,N,27,30,1,"[R0C12,R1C2,R7C1,R9C0]"
"14 3 2 2 2 2 2 2 1 1",14,3,6,2,7,N,Winning,N,29,31,1,"[R1C2,R7C1,R9C0]"
"15 3 2 2 2 2 2 2 1 1",15,3,6,2,9,N,Winning,N,29,32,1,"[R0C14,R1C2,R7C1,R9C0]"
"16 3 2 2 2 2 2 2 1 1",16,3,6,2,12,N,Winning,N,31,33,1,"[R1C2,R7C1,R9C0]"
"17 3 2 2 2 2 2 2 1 1",17,3,6,2,13,N,Winning,N,31,34,1,"[R0C16,R1C2,R7C1,R9C0]"
"18 3 2 2 2 2 2 2 1 1",18,3,6,2,12,N,Winning,N,33,35,1,"[R1C2,R7C1,R9C0]"
"19 3 2 2 2 2 2 2 1 1",19,3,6,2,13,N,Winning,N,33,36,1,"[R0C18,R1C2,R7C1,R9C0]"
"20 3 2 2 2 2 2 2 1 1",20,3,6,2,12,N,Winning,N,35,37,1,"[R1C2,R7C1,R9C0]"
"4 4 2 2 2 2 2 2 1 1",4,4,6,2,0,P,Losing,P,22,22,0,"N/A (P-position)"
"5 4 2 2 2 2 2 2 1 1",5,4,6,2,6,N,Winning,N,23,23,1,"[R0C4]"
"6 4 2 2 2 2 2 2 1 1",6,4,6,2,0,P,Losing,P,24,24,0,"N/A (P-position)"
"7 4 2 2 2 2 2 2 1 1",7,4,6,2,12,N,Winning,N,25,25,1,"[R0C6]"
"8 4 2 2 2 2 2 2 1 1",8,4,6,2,0,P,Losing,P,26,26,0,"N/A (P-position)"
"9 4 2 2 2 2 2 2 1 1",9,4,6,2,4,N,Winning,N,27,27,1,"[R0C8]"
"10 4 2 2 2 2 2 2 1 1",10,4,6,2,0,P,Losing,P,28,28,0,"N/A (P-position)"
"11 4 2 2 2 2 2 2 1 1",11,4,6,2,9,N,Winning,N,29,29,1,"[R0C10]"
"12 4 2 2 2 2 2 2 1 1",12,4,6,2,0,P,Losing,P,30,30,0,"N/A (P-position)"
"13 4 2 2 2 2 2 2 1 1",13,4,6,2,10,N,Winning,N,31,31,1,"[R0C12]"
"14 4 2 2 2 2 2 2 1 1",14,4,6,2,0,P,Losing,P,32,32,0,"N/A (P-position)"
